   17.5000000000000        1.e-12     
   82.5000000000000        1.e-12     
   177.500000000000        1.e-12     
   302.500000000000        1.e-12     
   457.500000000000        1.e-12     
   642.500000000000        1.e-12     
   857.500000000000        1.e-12     
   1102.50000000000        1.e-12     
   1377.50000000000        1.e-12     
   1682.50000000000        1.e-12     
   2017.50000000000        1.e-12     
   2382.50000000000        1.e-12     
   2777.50000000000        1.e-12     
   3202.50000000000        1.e-12     
   3657.50000000000        1.e-12     
   4142.50000000000        1.e-12     
   4657.50000000000        1.e-12     
   5202.50000000000        1.e-12    
   5777.50000000000        1.e-12     
