   17.5000000000000       2.000000000000000E-006
   82.5000000000000       2.000000000000000E-006
   177.500000000000       2.000000000000000E-006
   302.500000000000       2.000000000000000E-006
   457.500000000000       2.000000000000000E-006
   642.500000000000       2.000000000000000E-006
   857.500000000000       2.000000000000000E-006
   1102.50000000000       2.000000000000000E-006
   1377.50000000000       2.000000000000000E-006
   1682.50000000000       2.000000000000000E-006
   2017.50000000000       2.000000000000000E-006
   2382.50000000000       2.000000000000000E-006
   2777.50000000000       2.000000000000000E-006
   3202.50000000000       2.000000000000000E-006
   3657.50000000000       2.000000000000000E-006
   4142.50000000000       2.000000000000000E-006
   4657.50000000000       2.000000000000000E-006
   5202.50000000000       2.000000000000000E-006
   5777.50000000000       2.000000000000000E-006
